signum,transliteration,english
U 1091,†$ [...iua-- lntu · hakua ...(t) + kloþa + faþur × sen × -...],"†$ ... had cut in memory of Glóði, their father ..."
U 1092 $,osnikin ' uk ' ranti ' litu ÷ risa ÷ stin þina ' at ' stora,Ósníkinn and Randvé had this stone raised in memory of Stóri.
U 1093,fuluhi : uk : askun : þaun : hion : litu : hak...a : stain : eftiR : sik : kuik : baþi kuþ hialbi ant,"Fullugi and Ásgunnr, this married couple had the stone cut in memory of themselves while both alive. May God help (their) spirits."
U 1094 †,[brusi · ok þorbiarn · litu · raisa · stain · eftir · faþur · sin · b...urn × kuþ hialbi a(n)t hans],Brúsi and Þorbjôrn had the stone raised in memory of their father Bjôrn. May God help his spirit.
U 1095,bel + lit + hakua + at × ystain × faþur + sin × kilauk × at × bonta (s)in × likbiarn × hiak ×,"<bel> had (the stone) cut in memory of Eysteinn, his father; Gillaug in memory of her husbandman. Líkbjôrn cut."
U 1096,gunilfr ' lit ' raisa ' stain ' eftiR asbiarn ' uk ' at ' kuta ' suni ' sina,"Gunnelfr had the stone raised in memory of Ásbjôrn and in memory of Goti, her sons."
U 1097,arþsten + ok + ikilef + þoruþr + [litu × ri]... ... (u)k ' ulfr[iþ] ' iftiR ' [i]hmuntr · b[onta] si[n],"Harðsteinn and Ingileif and Þórunnr had raised ... and Holmfríðr(?) in memory of Agmundr, her husbandman."
U 1099 †,[uibiarn yk emki... ... kuna faþ... ...],"Vébjôrn and Hemkell/Heimkell(?) ... Gunni, their father."
U 1100,...(a) þorkir · baþ · ybiR rista r-...,... Þorgeirr/Þorgerð(r) ordered Œpir to carve the runes.
U 1101 †,[... auk · abtir · stur...],... and in memory of Styrbjôrn(?).
U 1102 † §A,[rulifr × auk + gos + auk + faslauk × litu × risa · stain · eftiR + kustin × faþur × sin ·] §B [stuoþkel + baþ · oþyaken akua],"Hróðleifr and Gás and Fastlaug had the stone raised in memory of Guðsteinn, their father. §B Stóðkell ordered Óþveginn to cut."
U 1103 †,[biarnulfr · lit · gera merki · at · þorot ·],Bjarnulfr had the landmark made in memory of Þróndr(?).
U 1104 $,[nis]uike[r] ' ok · gyriþ · þo litu · rita me(r)i · yti · si[k] is · sutu · nasi · ok · kitil · -e- ' iogu ru(n)ir a · þisa...,"Nes-Végeirr and Gyríðr, they had the landmark erected in memory of Síkr, who died from sickness. Nasi/Nesi and Ketill, they cut these runes on (it)."
U 1105 †,[... · lit ... ... (s)igfast + fa+þur ...],"... had ... ... Sigfastr, (his) father ..."
U 1106,iurun[tr · uk ·] bryniulfr ' ikifastr litu risa ' stin ÷ at ' asbiarn ' faþur sin ybiR risti,"Jôrundr and Brynjulfr (and) Ingifastr had the stone raised in memory of Ásbjôrn, their father. Œpir carved."
U 1107,gilok lit + r[it]a + sten eftiR + sun sen + fastar + skalti ÷ lit ' sysla (m)erki ' uel ÷ ok ÷ þorþr ' ok ' aþis [+],"Gillaug had the stone erected in memory of her son Fastarr. Skaldi had the landmark arranged well, and Þórðr and Ádís (did?)."
U 1108,†$ [kitilmuntr · uk un... ... -era · bro · at · kak · sun ...i...],"†$ Ketilmundr and ... had the bridge made in memory of Kagr(?)/Gagr(?), their son."
U 1109,gisl · ...-lfs,Gísl ...
U 1110,h[inu]ntr + lit r(i)ta + sten + eftiR + kuþrikr [+ suer ' sin ·],"<hinuntr> had the stone erected in memory of Guðríkr, his father/brother-in-law."
U 1111,ansuar + auk + þorbiarn + lito + hakua + stin + yftiR + faþur + sen auk + steniltr + (b)unta sin tata,Andsvarr and Þorbjôrn had the stone cut in memory of their father; and Steinhildr in memory of her husbandman Tati/Tatti.
U 1112 †,°,°
U 1113,biarnhufþi ...,Bjarnhôfði ...
U 1114 †,[ketil lit ' kera bro eftR ' selfan sik ok fastr + iftR + i... ...-aþi-... ... runoR þisaR],Ketill had the bridge made in memory of himself; and Fastr(?) in memory of ... ... ... these runes.
U 1115 †,[huitr ok| |karl ouk ulf l...u ...ris...],Hvítr and Karl and Ulfr(?) had ...
U 1116 †,[uibiarn × auk × skutlakr + auk · rulefr · auk · netil · lito · rita · sten · nftiR faþur · sen · nefkeþ · auk · ifriþ · oftiR · bona sen kuþfastr · hiok sten],Vébjôrn and Skotlakr(?) and Hróðleifr and <netil> had the stone erected in memory of their father Nefgeirr(?); and Áfríðr in memory of her husbandman. Guðfastr cut the stone.
U 1117 $ §P,biarn u- ... ...k -runka... ... ...þur sin kul hiuk ... §Q biarnu-... ...k -runka... ... ...þur sin kul hiuk ...-na,Bjôrn and ... and ... ... their father. Kolr cut ... §Q Bjarnulfr and ... ... their father. Kolr cut ...
U 1118 $,ufrir · ok kisl · litu · hakua · stain · at su[art] · broþur · sin,"Ófriðr and Gísl had the stone cut in memory of Svartr, their brother."
U 1119,[rana + lit × rita × stin ×] yftiR + faþur s[in × uþuahin],Ragna(?) had the stone erected in memory of her father Óþvegin.
U 1120 †,[...iu × lit · raisa × stain · eftiR · taist · bonta · sin sun · i...],"... had the stone raised in memory of <taist>, her/his husbandman, son ..."
U 1121 $,... iufur · u... ...,... Jôfurr and ...
U 1121B,=U_1078B,=U_1078B
U 1122,suain auk ' sibi ' gunar ' litu · resa ' sten ' at hemkil faþur sin kirist hialbi ' sial ÷ emkels,"Sveinn and Sibbi (and) Gunnarr had the stone raised in memory of Hemkell/Heimkell, their father. May Christ help Hemkell's/Heimkell's soul."
U 1123,... [...(u)]h[i] · litu ' risa stain ' if[t]iR [o](t)k[a]iR ' faþur sin,"... ...-ugi had the stone raised in memory of Oddgeirr, their father."
U 1124,°,°
U 1125 U §A,mwsïeij- §B sïainaz,... §B stone(?)
U 1126,[uluiuþnis-... ...-þnf]a · nnu · ub ' tnþk · uþnki,... ... ... ... ... ...
U 1127,fasti ' ak ' iukiR ' þi| |iltu ris| |stin aftiR bru(þ) sin ' þurot,"Fasti and Jógeirr, they had the stone raised in memory of their brother Þróndr."
U 1128,...nfþku × --in · ban-iuu ...-nuu ' kþn ' kuunþkt-,... ... ... ... ... ...
U 1129,†$ [þilfr + lit + risa + stain + at + stibkarl + broþur + sin + uk + sluþ + iku +],"†$ Þólfr(?) had the stone raised in memory of <stibkarl>, his brother and ..."
U 1130 †,[st...str · auk · atiarfr · litu · raisa · stain · at · bu...ur · sin · bra...ur · liku · þaR +],Styrfastr(?)/Steinfastr(?) and Ádjarfr had the stone raised in memory of their brother ...
U 1131 †,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father."
U 1132,: liutr · uk · þroti · uk · oþuiþr · uk · þaiR · litu · rita · i(f)itR × [faþur × sin : baorn · fasti]þi : moþur · sin : oþmontr · risti · r...naR ·,"Ljótr and Þrótti and Auðviðr and they had (the stone) erected in memory of their father Bjôrn and Fastheiðr, their mother. Auðmundr carved the runes."
U 1133 †,[ahuiþr · lit kiara · bro · yftiR · karluk ok · kuþuaru],Agviðr had the bridge made in memory of Karlungr and Guðvôr.
U 1134,ahuiþr · l[et ...--... ...lu · kunu] sina · ok -ku(l) [· sun sen],Agviðr had ... ... his wife and <-kul> his son.
U 1135,runfast... ...(a)-... ...-uast · yfitr ...,Rúnfastr ... ... in memory of ...
U 1136,-(r)(s)----------,...
U 1137 †,[... ...-R iþia-m faþur san ÷ asio...],... in memory of <iþia-m> his father ...
U 1138,...n... rais... ...(t)... ...insa × abtiR × ui--... ...n sin ...(n)... ...--l × a... ...ai... ...u--... ...-r- × u----n... ...-almunta^r- × bryþR × ---þ- × -u------ × marak...,... raised this stone in memory of ... his son ... ... ... ... ... ... ... ... brothers ... ... marked.
U 1139 $ §P,huskarl ' auk tiuRi ' faþrkaR tuaiR rastu stain þina| |aftiR ' t^riuRkaiR (b)ruþur huskarlsa ' auk sun tiuRa in fasþikn raist a runoR þisaR þaiR --- §Q huskarl ' auk tiuRi ' faþrkaR tuaiR rastu stain þina| |aftiR ' t^riuRkaiR (b)ruþur huskarlsa ' auk sun tiuRa in fasþikn raista runoR þisaR þaiR ---,"Húskarl and Djúri, the father and son twosome, raised this stone in memory of Djúrgeirr, Húskarl's brother and Djúri's son. And Fastþegn carved these runes on - they ... §Q Húskarl and Djúri, the father and son twosome, raised this stone in memory of Djúrgeirr, Húskarl's brother and Djúri's son. And Fastþegn carved these runes they ..."
U 1140,fastkaiR fastlauk at sun sin litu (h)akua at nefkair,"Fastgeirr (and) Fastlaug had (the stone) cut in memory of Nefgeirr, in memory of their son."
U 1141 †,[...l... ...eir... ...t + kit... ...bra s... ...ni... ...an... ...ti · u... ...hli...],... ... ... ... ... ... ... ... ... ... ...
U 1142,fastulfr lit rita stino ' abtiR ' huit'haufþa ' fauþur sin ' osmuntr| |risti ['] uk uihmar +,"Fastulfr had the stones erected in memory of Hvíthôfði, his father. Ásmundr carved and Vígmarr."
U 1143 $,[klintr auk blikr × ristu stin × þinsi · iftiR kunu(i)þ] × faþur × sin + han [× foR bort miþ (i)kuari + kuþ trutin hialbi ont ...](r)[a ·] kristin[a þuriR + t]r(o)(n)[i × ri]s[ti +],"Klettr(?) and Bleikr raised this stone in memory of Gunnviðr, their father. He travelled away with Ingvarr. May Lord God help the spirits of all Christians. Þórir the Crane carved."
U 1144 $,' kaiRfast(r) [auk hunifraR auk hrafn] ' auk ' fulkbiurn ' auk þuriR ' litu rita stino ' aftiR ' kaiR[a] f[a]þur sin ' kuþ hialbi (a)n- h(o)ns ' osmuntr| |risti ' uk hiriaR ',"Geirfastr and Hónefr(?)/Hýnifrár(?) and Hrafn and Folkbjôrn and Þórir had the stones erected in memory of Geiri, their father. May God help his spirit. Ásmundr carved and Herjarr(?)."
U 1145,: r(i)kr ' lit raisa stain þino ' abtiR fasta faþur sin auk þauh kunþruþr ' k[uþ hial]bi hons| |salu| |uk| |kuþs muþiR,"Ríkr had this stone raised in memory of Fasti, his father, and Gunnþrúðr (also raised). May God and God's mother help his soul."
U 1146,[raþulfr : (a)](u)k : funtin : auk : a(n)untra : bruþr : ritu : stain : þinsa : abtir : kara : faþur : sin : in : mal:s[b]aka : sun : uks : [i · sua]n[o]bu :,"Ráðulfr and Fundinn and Ônundr, the brothers erected this stone in memory of Kári the Eloquent, their father, the son of Uggr of Svanabýr."
U 1147 †,°,°
U 1148 †,[...-nsi · uha · auk arfuntr auk kuþfastr auk + ska--... ...-nþ(k)... sin han uas · suikn ...ans],... and Arnmundr and Guðfastr and ... their ... He was betrayed ...
U 1149 $,þurbiurn ' auk| |knutr ' þaiR litu rita^u stain þino| |oftiR ' kaiRmunta faþur sin kuþ hialbi hons| |salu| |uk| |kuþs muþiR ' suain ouk osmunrt markaþu stin þino,"Þorbjôrn and Knútr, this had this stone erected in memory of Geirmundi/Geirmundr, their father. May God and God's mother help his soul. Sveinn and Ásmundr marked this stone."
U 1150,°,°
U 1151,× haþintis × la- ...sa × stain × þana × aftir × hulmfast + buta × sin × auk × at × akla × sun sin × kuþ + hia-bi × ot × þaira ×,"Heðindís had this stone raised in memory of Holmfastr, her husbandman, and in memory of Engli/Egli, her son. May God help their spirits."
U 1152,+ erlyg + let akua + sten + Rfti þursten + buonta sen + lifsten +,"Ernlaug had the stone cut in memory of Þorsteinn, her husbandman. Hlífsteinn."
U 1153 †,[unu...r + raisti + stin + þina + aftir + kamal + buruþur + sin],"Unnulfr(?) raised this stone in memory of Gamall, his brother."
U 1154,frukaþr × raisti × stin + þina + (a)ftir + ihul + buata sin,"Freygerðr raised this stone in memory of Ígull, her husbandman."
U 1155,hurulfr + auk + bahrtr + raistu + stain + aftir + raskulf + kuþ hilbi + ant + hans,Hrólfr and Bjartr(?) raised the stone in memory of Raskulfr. May God help his spirit.
U 1156 $,snor[i]r + auk + kurukr × raistu + stain + þin[a] + aftir + hariulf × aftir × faþur + sii,"Snorrir/Snerrir and Krókr raised this stone in memory of Herjulfr, in memory of their father."
U 1157,þurstain + raisti + stain + þina + aftir + halftan × kuþ halbi + ant × hans,Þorsteinn raised this stone in memory of Halfdan. May God help his spirit.
U 1158,: kuisþen : yg : estr : yg : uin... : yk : aki : litu : risa : stn : fryke : faþur se : lfsten : iuk : runi : þsa :,"Guðsteinn(?) and Eistr and ... and Áki had the stone raised in memory of Freygeirr, their father. Hlífsteinn cut these runes."
U 1159,lafsi auk ' ... uk ' þorbiorn ÷ uk ÷ ul(f)... ...- ' uk ' fastbiarn ÷ þiR ' litu ÷ akua ' -... (f)aþur ÷ sin ' in ÷ ybi(R) ...,"Lafsi and ... and Þorbjôrn and Ulf-.../Ulfr ... and Fastbjôrn, they had ... cut ... their father. And Œpir ..."
U 1160,liþsmoþr + lit + akua + sten + Rfti + iylburn + faþ,"Liðsmaðr had the stone cut in memory of Ígulbjôrn(?), (his) father."
U 1161 $ §A,uifasþtr + fulkahþr + kuþar + litu + resa + sþten + Rþti + sen + faþur + ulfasþ + arfast §BP beþi + feþrkag + burnu + e(n) ...(R) + bali + fresþen + liþ + lifsþen... ... §BQ beþi + feþrkag + burnu + e(n) ... + bali + fresþen + liþ + lifsþen,"Véfastr, Folkaðr, Guðvarr(?) had the stone raised in memory of their father Holmfastr, (and in memory of) Arnfastr. §BP Both father and son were burned, and Balli (and) Freysteinn, of Hlífsteinn's retinue, carved. §BQ Both father and son were burned, and Balli (and) Freysteinn (and) Hlífsteinn (carved?)."
U 1162,biarn ÷ uk ' haltin ÷ litu -...isa ' stin ' at ÷ osur ' faþur ' uk ÷ þorun ÷ bont-,"Bjôrn and Halfdan had the stone raised in memory of Ôzurr, (their) father; and Þórunnr in memory of (her) husbandman."
U 1163 $,uiþbiurn × ok : karlunkr : ok × erinker : ok × nas(i) × litu × risa × stii × þina × eftir × eriibiun × f[aþu]r × sii × snelan,"Viðbjôrn and Karlungr and Eringeirr/Eringerðr and Nasi/Nesi had this stone raised in memory of Erinbjôrn, their able father."
U 1164,+ erlyg + lit + akua + sten + yfti + un... ...e... + sen + lifsten + iyk + runi +,Ernlaug had the stone cut in memory of ... her ... Hlífsteinn cut the runes.
U 1165,hialmtis × (a)uk × þurstain × raistu × sta(i)na × -...-- -ftir × nuka + <airikr> + hiuk,Hjalmdís and Þorsteinn raised these stones in memory of Nokki. Eiríkr cut.
U 1166 †,[hu... ...lnu... ...uk... ...k... ...krft...],... ... ... ... ...
U 1167,-urtr · let ' rta × ...-...-...--(u)---... ...(k)-l(f)-... ...r-----...- ' -tnR (f)(a)-u ' runm ' hufen ' þm ' raþa ' kan ',... had erected ... ... ... runes ... who can interpret them.
U 1168,...u(i)tr × auk × kisl(a)uig × þaun × lti sa × ierunt × s(u)- ...-...-...- × risti × at ...,"<...uitr> and Gíslaug, they had (the stone) raised(?) in memory of Jôrundr, (their) son ... carved in memory of ..."
U 1169,...aluk × ...o... ...ulo...,...-laug ... ...
U 1170,...,...
U 1171,°,°
U 1172,biarn + auk + þair + biruþr + rastu + stain × þina × aftir + sihbiarn i humi,Bjôrn and his brothers raised this stone in memory of Sigbjôrn of Holmr.
U 1173,' ari + rasti + stain + aftir + (h)ialm + faþur sin + kuþ + hialbi + ant hans,"Ari raised the stone in memory of Hjalmr, his father. May God help his spirit."
U 1174,kun(u)-- · lit · risa · stin · þina · at · biarnkir ·: sun · sin · a(k) ...(b)rn faþur sin · -u--- -----sin · --,"Gunn-... had this stone raised in memory of Bjarngeirr, his son, and ... his father ... ... ..."
U 1175,...,...
U 1176 $,kilauk ' uk ' funtin ' litu risa ' stin ' at ' þori ' broþur ÷ sin ÷ uk ÷ ilefr ' uk ' mak,"Gillaug and Fundinn had the stone raised in memory of Þórir, their brother, and Eileifr in memory of(?) his / also (in memory of his) kinsman-by-marriage."
U 1177 §A,askiR ÷ uk ÷ meginbiarn ÷ uk ' litli ÷ litu ÷ risa ÷ stin ÷ at ' tuba · faþur ÷ askiarþ ÷ §B ybiR ' risti,"Ásgeirr and Meginbjôrn and Litli had the stone raised in memory of Tobbi/Tubbi, Ásgerðr's father. §B Œpir carved."
U 1178,...,...
U 1179,...,...
U 1180 $,hi : r-sisRainþnsnskna[þi]aia[s]kra : irþ[e](o)þiR-nosknlisuisi,... ... ...
U 1181,...-(i) × lit × (a)kua ... ...[k × sa](l)fan × ek-...ns·fari ' a(f)i × kunu-s ·,"... had (the stone) cut ... (in memory of) himself, traveller to England, grandfather of <kunu-s>."
U ALSNÖHUS;50,$M bouæ ¶ (b)ouæ,$M Bófi(?) Bófi(?)
U ANF1937;163 $,þat ik uk (M) nona ¶ snonk^uk(t)(i)unf(i) ¶ sak a^rf hit(r)k ¶ þik,... ... ... ... ... ... ... ... ... ...
U ANF1937;172 $,þura · is haþ iR · li(r) ¶ ... (n)is--(t)inþ,Þóra is scorned because ... ... fastener?
U ANF1937;176,=U_Fv1979;246,=U_Fv1979;246
U ANF1937;177,þuu · ink(b)-R,... ...
U ANF1937;178A $ §A,a^luuma^lþ-n §B -u-(s)t-a^l,... §B ...
U ANF1937;178B,... (k)ar---- ...,... made(?) ...
U ANF1937;179,...ri...,...
U ANF1937;180,afki,...
U AST1;150,(u)-(s)--||-u| |uruakR uti misfulkiR ¶ (f)aki skaþi ua ¶ ???,"Do not be(?) over-lively abroad (= out of the grave), ghost! May the evil-doer get woe! ..."
U AST1;166,$M §A (i)kakukris-i[u]iko-þ^(R)tum-num ¶ [o]yrþæ^lami(æ)---tskin ¶ sifg-(u)inu-m ?? §B [??] × ik þ sik þ^rio × [nøþ]-R ni- [?] ¶ ? ui-----... ¶ ...,"$M §A ... ... ... ... §B ... I say three giants, nine needs (?). ... ... ... ..."
U AST1;171,???,...
U AST1;172,=U_Fv1933;134,=U_Fv1933;134
U AST1;174,M? §A rhisRtrhri ¶ frhisRtrhri ¶ frhisRtr(h) + §B (r)(h)i(s)(r)trh + ¶ (r)hisR(t)rhri ¶ fr(h)isRtr(h)ri,M? §A ... ... ... §B ... ... ...
U AST1;179 M §A,...-tiberoseaua^sioru-... §B ...-----...,... §B ...
U AST1;183 M §A,(a)imarmorfai ¶ hlfakrimifa ¶ -kih-iiift §B -rsrstikfra ¶ atol(a)lristikf ¶ rsaorirmkif ¶ f-----s----,... ... ... §B ... ... ... ...
U ATA3500/43 $,... ...ans ot · uk · s-... ...,... his spirit and soul ...
U ATA4741/44 $,... ---(u) ---n · ---(u)a · ifti(R) ...--...,... had the stone cut in memory of ...
U ATA4589/45,†$ [...----k...],†$ ...
U ATA5234/45 M §A,... : kiarþi ... : b...uk... : §B (r)(þ) §C ...,... made ... ... §B ... §C ...
U ATA3916/47 $,... ...-ontR sta... ...uaisHa... ...-ruM...,... stands the stone ... ...
U ATA2999/50 $,... sin ... hiona ...,... his(?) ... married couple's ...
