"source_text","target_translation","source_name","source_file","language","language_id"
"maria","Mary","U UR4;4","srd_parallel.csv","en","0"
"+ kuþlefR + seti : stff : auk : sena : þasi : uftiR slakua : sun : sia : etaþr : austr · i · karusm ·","Guðleifr placed the staff and these stones in memory of Slagvi, his son, (who) met his end in the east in Garðar(?)/Chorezm(?).","Vs 1","srd_parallel.csv","en","0"
"[ikirun : let : resa : sen þin : ytiR --... ...iualt : a- : -----st : tereka : kuþa : auk : melti : þt : baþu : kuþ : ealba : salu : þera]","Ingirún had this stone raised in memory of ... Ingivaldr and ... good valiant men. And spoke this and prayed to God to help their souls.","Vs 3 †","srd_parallel.csv","en","0"
"... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...","... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...","Vs 4 $ §P","srd_parallel.csv","en","0"
"[kra-hni- × lit × resa × s... ...] + uas × farin + til + ekla-s [× (t)u i × sbelbuþa × --s(a)þu × helb]i × kuþ [× se... ... ... sigi · iuk × -u...]","<kra-hni-> had the stone raised ... travelled to England, died in Spjallboði's ... May God help his soul ... Siggi cut the runes.","Vs 5","srd_parallel.csv","en","0"
"†M [-uþfk- kob- ahfus]","†M ... ... ...","Vs 6","srd_parallel.csv","en","0"
"†M [fuþork fuþoro-k hk-b]","†M <fuþork> ... ...","Vs 7","srd_parallel.csv","en","0"
"...þ a^u^e m","... Ave Maria.","Vs 8 M","srd_parallel.csv","en","0"
"× kisl × lit × kera × buru × eftR × osl × sun × sin × han u(a)[rþ] × tyþr × a eklati × kuþ ialbi × has × ont auk × selu","Gísl had the bridge made in memory of Ásl/Ôsl, his son. He died in England. May God help his spirit and soul.","Vs 9 $","srd_parallel.csv","en","0"
"†$ [: kufri : auk : hoburi... ... ...sla : ...þ... : man :]","†$ Guðfríðr(?)/Kofri(?) and Holmbjôrn(?) ... Gísli(?) a good(?) man.","Vs 11","srd_parallel.csv","en","0"
"ingibiorn : hom...","Ingibjôrn ...","Vs 12","srd_parallel.csv","en","0"
"× fulkuiþr × raisti × staina × þasi × ala × at × sun ×× sin × hiþin × bruþur × anutaR × uraiþr hik × runaR","Folkviðr raised all of these stones in memory of his son Heðinn, Ônundr's brother. Vreiðr cut the runes.","Vs 13","srd_parallel.csv","en","0"
"guþ ÷÷ sig^ne ÷÷ iþær ÷÷ mæstær ÷÷ ruþinger ÷: ok ÷ bo ÷ fris ÷÷ o ÷ alfa ÷","God may bless you, master Rauðingr and Búi Fríss. O, Alfa","Vs 14 M","srd_parallel.csv","en","0"
"× higulfr × lit × kira × merki × þisa × at × knut × faþur san × uk × kuþlug·u × ksistur × hanis × bali × riti × istaen × bali ¤ knutr × §B × sten : hafir × riton × þon × stonta × mo × bali (h)i- rauþi × yftir × bruþ[u]r × bali","Hegulfr had these landmarks made in memory of Knútr, his father, and Guðlaug, his sister. Balli erected the stone. Balli. Knútr. §B The stone has been erected so that it will stand, by Balli the Red in memory of (his) brother. Balli.","Vs 15 §A","srd_parallel.csv","en","0"
"× ernbarua × lit × resa × sten × yf... ... hristi","Ernbiorn had the stone raised in memory of ... carved.","Vs 16","srd_parallel.csv","en","0"
"holmste[n] : let : resa : mer[ki : eftir : tifrit : gonu : sina : ok : iftir] : sik : selfan :","Holmsteinn had the landmark raised in memory of Tíðfríðr, his wife, and in memory of himself.","Vs 17","srd_parallel.csv","en","0"
"(k)hunaltr · liet resa · sthin · þinsa · iftir · kerfast · sun sen · trek| |kuþan · auk · uas farin · til eklans · hiolbi · kuþ · salu · hans","Gunnvaldr had this stone raised in memory of Geirfastr, his son, a good valiant man. And (he) had travelled to England. May God help his soul.","Vs 18","srd_parallel.csv","en","0"
"khu[nal-](r) · [(l)it ... stain · þinsa ef]tir · horm · stob sen · trek| |ku-...n · auk · uas · farin · (o)(s)-r · miþ · ikuari · hiolbi k[-þ · salu h...ns ·]","Gunnvaldr had this stone raised in memory of Ormr, his stepson, a good valiant man. And (he) travelled to the east with Ingvarr. May God help his soul.","Vs 19","srd_parallel.csv","en","0"
"tiori : ok : iuon : litu : resa : sten : ytiR : uibiorn : faþur ... litli : risti · runiR","Djúri and Jóhan had the stone raised in memory of Vébjôrn, their father. Litli carved the runes.","Vs 20","srd_parallel.csv","en","0"
"... ...(n) × þina × at × sta(i)(n)biu-n × ... nrfa × kahsn ... ...ris...","... this stone in memory of Steinbjôrn ... the heir of(?) Gansi(?)/Knasi(?) ... ...","Vs 21 $","srd_parallel.csv","en","0"
"... + ytR : runfast · bruþur + s^in : hn : toþr : i : faru + runo : ... (t)rka","... in memory of Rúnfastr, his brother. He died on a voyage. Runa ... / He died on Runi's voyage ... of valiant men.","Vs 22 $","srd_parallel.csv","en","0"
"[...ui... × lit × ri-... ...iþun × e(f)ti × ...l... ...lir × ...b... ...----num × --þi × re---niraeft(R)-...]","... had ... ... in memory of ... ... ... ... ... ...","Vs 23","srd_parallel.csv","en","0"
"buonti × kuþr × hulmkoetr × lit × resa × ufteR × oþintisu × kunu × seno × kumbr × hifrya × til × hasmuimura × iki betr × þon × byi raþr roþbalir × risti × runi × þisa × sikmuntaR × uaR ... sestR × kuþ","The good husbandman Holmgautr had (the stone) raised in memory of Óðindísa, his wife. There will come to Hôsumýrar no better housewife, who arranges the estate. Red-Balli carved these runes. Óðindísa was a good sister to Sigmundr.","Vs 24 $","srd_parallel.csv","en","0"
"[+ hiu--...]","...","Vs 25 †","srd_parallel.csv","en","0"
"fuþorkhnias(t)b-Rm ??? fu-","<fuþorkhniastbmlR> ... ...","Vs 26 M","srd_parallel.csv","en","0"
"þurbiorn ok : ikifastr : lit · resa : ytiR ¤ sihþorn × faþur : sin × hon × toþr × [i] faru × litli × risti × runiR ¶ · [...--keR · baþ : bru kera : r](u)(m)[Ri]","Þorbjôrn and Ingifastr had (the stone) raised in memory of Sigþorn, their father. He died on a voyage. Litli carved the runes. ...-geirr ordered a wider bridge to be made.","Vs 27 $","srd_parallel.csv","en","0"
"=Vs_27","=Vs_27","Vs 28","srd_parallel.csv","en","0"
"+ uisti + yk + alfton + litu + akua + stin + yftir + ulmo + faþur + sen + yk + ulfast + bruþur + sen + lifsten + risi + runi + þisa +","Véseti and Halfdan had the stone cut in memory of Holmi, their father, and Holmfastr, their brother. Hlífsteinn carved these runes.","Vs 29","srd_parallel.csv","en","0"
"...-rfastr + raist... ...","Þorfastr(?) raised ...","Vs 30 $","srd_parallel.csv","en","0"
"· (h)ulker · let · kera · bru · eftr (f)rota · sen · (a)ukut · ok · u(i)nut · sun · sen ·","Holmgeirr(?)/Holmgerðr(?) had the bridge made in memory of his/her kinsman Auðgautr(?) and Vénjótr(?), his/her son.","Vs 31 $","srd_parallel.csv","en","0"
"... -- × si--on × sik × au(k) × -... ...-no × auk × (f)aþu- ...","... in memory of himself and ... this ... and father ...","Vs 32","srd_parallel.csv","en","0"
"[... f--ur × sin × -...]","... his father ...","Vs 33 †","srd_parallel.csv","en","0"
"henrikus","Henricus.","Vs Fv1972;266 M","srd_parallel.csv","en","0"
"taf : lit : risa : estn : þina : hitiR : kri(m)ut ÷ uas : farin : sun : (u)iþfast-- : aust:arla ulfr : auk : uibiurn : -... kitilas : krþi : b-...(u) · (o) : s---","Taf(?) had this stone raised in memory of Grímmundr. The son of Viðfastr travelled to the east. Ulfr and Vébjôrn ... Ketilas(?)/Ketilhôss(?) made the bridge at ...","Vs Fv1988;36 $","srd_parallel.csv","en","0"
"fu(þ)orkhn(i)...","<fuþorkhnias>","Vs Fv1992;173 M","srd_parallel.csv","en","0"
"... ...ftiR · ...[o]þuri[ni--a]","... in memory of ...","Nä 1","srd_parallel.csv","en","0"
"$M §P blæsar se sa er mik ber kui §Q blæsar sesa er mik ber kui","$M §P That one may be blessed who wears me, Gýi(?). §Q God blesses the one who wears me.","Nä 2","srd_parallel.csv","en","0"
"... ...ubl : þausi : i... ...","... these monuments in memory of ...","Nä 3","srd_parallel.csv","en","0"
"... ...t × reisa × merki × iftiR × faþu... ...","... had the landmark raised in memory of (his) father ...","Nä 4","srd_parallel.csv","en","0"
"...nu + etu(r)kn + kn...i + rstui + sitn + -... ... + ... ...--busn... ...--... ...ku...rsau ×","... ... raised the stone ... ... ... ... ... ...","Nä 8","srd_parallel.csv","en","0"
"k...-- · riþi : stin : þna : eftR : erbrn : -(u)...- : s(i)n :","... raised this stone in memory of Ernbjôrn, his/her husbandman.","Nä 9","srd_parallel.csv","en","0"
"$U · tuwa tuwa · fuþarkgw : hnijïpzs : tbemlñod","$U Tow, tow. <fuþarkgw hnijïpzs tbemlñod>","Nä 10","srd_parallel.csv","en","0"
": biorn : auk : keiruatr : letu : resa : sten : þensa : eftiR :: eibiurn : faþur : sin : kuþ : hialbi selu : hans :","Bjôrn and Geirhvatr had this stone raised in memory of Eibjôrn, their father. May God help his soul.","Nä 11","srd_parallel.csv","en","0"
": ika : let : rietR : eftR : asl : s-ukn : sin :","Inga had (the stone) erected in memory of Ásl/Ôsl, her stepson.","Nä 12 $","srd_parallel.csv","en","0"
"sbialbuþi : l... ... auk : ...","Spjallboði had ... and ...","Nä 13","srd_parallel.csv","en","0"
": uibug : risti : sitin : efitr : -(u)in : sun : sin : auk :: rikui :","Vébjôrg raised the stone in memory of Sveinn, her son, and Ríkvé (also raised).","Nä 14","srd_parallel.csv","en","0"
"anuatr : let : hika : sten : þana : eftR : bul(i) : --þur : --n : han : uaþ : tuþ : i : uinyu : þ- : f-... ...(u)biu a-s-uar :","Ônundr/Arnhvatr had this stone cut in memory of Bolli/Bóli, his father. He died in Víney ... ... ...","Nä 15","srd_parallel.csv","en","0"
"...li : lit : resa : eftiR : f...","... had ... raised in memory of ...","Nä 16","srd_parallel.csv","en","0"
"... ...--n : froknan : tre... ... hulmi : sun : hans : ... ...y...","... his ... (a) brave valiant man ... Holmi, his son ... ...","Nä 18","srd_parallel.csv","en","0"
"...-ra...-a...-------... l...(t) gæra sten ifir sif- ... auiþr r(i)st ru...ur guþ gæti ant -... sa(l) ...-...","... had then stone made over Sefi(?). Áviðr(?) carved the runes. May God protect his spirit and soul.","Nä 20 M","srd_parallel.csv","en","0"
"...(n)r-...","...","Nä 22","srd_parallel.csv","en","0"
": sihrikr : lit : resa : sten : eftiR : reþbu-n : sun sin : trek : nutan : auk : utr : a-- frysten :","Sigríkr had the stone raised in memory of Reiðubúinn(?), his son, a capable valiant man, and Oddr and Freysteinn (also raised).","Nä 23 $","srd_parallel.csv","en","0"
"tiu i","<tiu i>","Nä 24 M","srd_parallel.csv","en","0"
"[...ur iuh : iuna : -...]","... cut(?) the runes(?) ...","Nä 25 †","srd_parallel.csv","en","0"
": þorkeR : auk : tu-...--a : --(t)u : kera : mer-- ...(i)R : bruna : faþur : sin : auk : moþur : sina : hulmu :","Þorgeirr and ... had the landmark made in memory of Brúni, their father, and their mother Holma.","Nä 26","srd_parallel.csv","en","0"
"[suen : let : rita : stin : eftir faþur : sin : kunuat · ...ta hrulauhar : kuþ : hialbi : sal : hans -þulfri]","Sveinn had the stone erected in memory of his father Gunnhvatr, Hróðlaug's husbandman. May God help his soul. Igulfriðr(?)","Nä 28 †","srd_parallel.csv","en","0"
"bofriþr : let resa eftir biurn : bruþur : si(n) : han uar farin fultrekila","Bófríðr/Bótfríðr/Bótfreðr had (the stone) raised in memory of Bjôrn, her/his brother. He had travelled valiantly.","Nä 29 $","srd_parallel.csv","en","0"
"...sin · stih... §B ...(f)t... ...---... ...(m) §C ---... ...--...","... ... §B ... ... ... §C ... ...","Nä 30 §A","srd_parallel.csv","en","0"
"helgulfR : auk : keiRlifR : þeiR : kerþu : eftiR : sigmunt : bruþur sin","Helgulfr and Geirleifr, they made (the monument) in memory of Sigmundr, their brother.","Nä 31","srd_parallel.csv","en","0"
": ulfr : auk : anuntr :: titu : reisa : stein : §B : eftiR : (h)(u)---... ...---ur : sin : boana : kunuR :","Ulfr and Ônundr had the stone raised §B in memory of Holmi/Holti, their father, Gunna's husbandman.","Nä 32 §A","srd_parallel.csv","en","0"
": þureiþ : lit : raisa : stein : eftir : lyþbyurn : sun sin : nutan :","Þórheiðr had the stone raised in memory of Lyðbjôrn, her capable son.","Nä 34","srd_parallel.csv","en","0"
"sator ¶ ar(æ)po ¶ tænæt","Sator, Arepo, Tenet (= from the 'Devil's Square' palindrome: Sator, Arepo, Tenet, Opera, Rotas)","Nä Fv1979;234 M","srd_parallel.csv","en","0"
"ma^ria p(a)tær §B patær","Mary. Father(?) §B Father(?)","Nä Fv1979;236 M §A","srd_parallel.csv","en","0"
"--(m)--(o)","...","Nä Fv1992;153 M","srd_parallel.csv","en","0"
"...ubaz hite ÷ h^arabana^z ¶ h^ait... ¶ ek e^rilaz runoz waritu","Leubaz am I called. Hrafn am I called. I, the eril, write the runes.","Vr 1 U","srd_parallel.csv","en","0"
"uibiurn · bruþur · sin","Vébjôrn, his brother.","Vr 2","srd_parallel.csv","en","0"
": (b)iaurn : ri(s)-- [: stin : þin... ]iftr : iskir : si... ...","Bjôrn raised this stone in memory of Ásgeirr, his ...","Vr 3","srd_parallel.csv","en","0"
"fuþorkhniastblmR fuþ...","<fuþorkhniastblmR fuþ...>","Vr 4 M","srd_parallel.csv","en","0"
"{IHS} petrus ÷ kuratus ÷","{Iesus} Petrus curatus","Vr 5 M","srd_parallel.csv","en","0"
"$U --jþaah^ar (f)arkano","$U ... ...","Vr NOR1994;27","srd_parallel.csv","en","0"
"$M + kristin a mi{K}","$M Kristin owns me.","Vr NOR1995;19B","srd_parallel.csv","en","0"
"sniolauk · lit · resa · stain · (e)ftiR · uilef · bunta · sin · in · oyniotr","Snjólaug had the stone raised in memory of Véleifr, her husbandman. And Eynjótr (carved?).","Gs 1","srd_parallel.csv","en","0"
"[ily]iki : ok : f[uluiki × ok : þurkair ... ...- × sin × snilan] : kuþ ilubi on(t)[a]","Illugi and Fullugi and Þorgeirr ... their able ... May God help (his) spirit.","Gs 2","srd_parallel.csv","en","0"
"[...a + nisauit × osis × ioiklku × ihbtmsr × loifnmuosbt + a-ls × k--... ...ioi(u)(i)a...]","... ... ... ... ... ... ... ... ...","Gs 3","srd_parallel.csv","en","0"
"†$ [... ...-a stin aftiR sut bu... sin uk : keirmar at mak isin × ubiR risti]","†$ ... the stone raised in memory of Sótr(?), his/her husbandman; and Geirmarr in memory of his kinsman-by-marriage. Œpir carved.","Gs 4","srd_parallel.csv","en","0"
"... yftiR ' moþur ' sena ...","... in memory of his mother ...","Gs 6","srd_parallel.csv","en","0"
"× -(u)(i)(r)(i) riti s^tin þino × at kuþbiurna × bruþu^r si-... ...m... × kuta ' uas muþiR × kuþmu-r × ... : kuþmuntro : þrukn-þi :","... erected this stone in memory of Guðbjôrn, his brother ... <kuta> was Guðmundr's mother ... Guðmundr drowned.","Gs 7","srd_parallel.csv","en","0"
"asmuntr -... ...faþ-... han : uas : uist : --- ikla-ti ...k^uust--","Ásmundr ... ... He was abroad in the west in England ...","Gs 8 $","srd_parallel.csv","en","0"
"(i)nu-r : sun : r[u]þ[u](r) at × [uili](t)... ...[Ris:]t eftir : þurker : bruþu[r : sin : ok : kyþe^lfi : muþur : sina : uk] : eft[i]R : [a]sbiorn : o[k : o]ifuþ","Ônundr(?), <ruþur>'s son, in memory of <uilit>... ... in memory of Þorgeirr, his brother and Guðelfr, his mother, and in memory of Ásbjôrn and <oifuþ>.","Gs 9","srd_parallel.csv","en","0"
"þiuþkiR uk| |kuþlaifr : uk| |karl þaR bruþr aliR : litu rita stain þino × abtiR þiuþmunt ' faur sin ' kuþ hialbi hons| |salu| |uk| |kuþs muþiR in osmuntr ' kara sun ' markaþi × runoR ritaR þa sat aimunt §Q þiuþkiR uk| |kuþlaifr : uk| |karl þaR bruþr aliR : litu rita stain þino × þa sata| |aimuntr| |runoR ritaR abtiR þiuþmunt ' faur sin ' kuþ hialbi hons| |salu| |uk| |kuþs muþiR in osmuntr ' kara sun ' markaþi ×","Þjóðgeirr and Guðleifr and Karl, all these brothers had this stone erected in memory of Þjóðmundr, their father. May God and God's mother help his soul. And Ásmundr Kári's son marked the right runes. ... §Q Þjóðgeirr and Guðleifr and Karl, all those brothers, had this stone erected. Then Eimundr placed right runes in memory of Þjóðmundr, his father. May God and God's mother help his soul. And Ásmundr Kári's son marked.","Gs 11 $ §P","srd_parallel.csv","en","0"
"iþal-ra × lit rita stin þino + abtiR ibiurn sun sin × þaR uaR- ...(h)... ...uain × auk arnfasta (a)uk ai-... þaiR u(a)... -uþ hialbi hons| |salu| |uk| |kuþs muþiR × runoR ritaR hu-msr §Q iþal(t)ra × lit rita stin þino + abtiR ibiurn sun sin × þaR uaR- ... ...(h)...uain × auk arnfasta (a)uk ai(l)... þaiR u(a)... ... -uþ hialbi hons| |salu| |uk| |kuþs muþiR × runoR ritaR hu(a)(i)ms/hu(a)(i)ms| |sr/r","<iþal-ra> had this stone erected in memory of Eibjôrn, his son, They were ... Sveinn(?) and Arnfastr and Ei-... they ... May God and God's mother help his soul. Right runes <hu-msr> §Q Íðaldr had this stone erected in memory of Eibjôrn, his son, They were ... Bergsvein(?) and Arnfast and Eilíf(?). They were(?) ... May God and God's mother help his soul. Right runes for everyone who looks at (or interprets) them.","Gs 12 $ §P","srd_parallel.csv","en","0"
"× brusi lit rita s-... ... [(a)]b--R (i)h(i)(l) ÷ brur sin : in h-n uarþ tauþr a tafstalonti × þo brusi furþi lank lans ' abtiR [br](u)r sin h(o)[n] fur (m)iR fraukiRi kuþ hialbi hons| |salu| |uk| |kuþ(s) (m)(u)[þiR ' suain ' uk osmunrt ' þaiR markaþu] + §Q × brusi lit rita s-... ... [(a)]b--R (i)h(i)(l) brur sin : in h-n uarþ tauþr a tafstalonti × þo brusi furþi lanklans ' abtiR [br](u)r sin h(o)[n] fur (m)iR fraukiRi kuþ hialbi hons| |salu| |uk| |kuþ(s) (m)(u)[þiR ' suain ' uk osmunrt ' þaiR markaþu] +","Brúsi had this stone erected in memory of Egill, his brother. And he died in Tafeistaland, when Brúsi brought (= led?) the land's levy(?) (= army) after his brother. He travelled with Freygeirr. May God and God's mother help his soul. Sveinn and Ásmundr, they marked. §Q Brúsi had this stone erected in memory of Egill, his brother. And he died in Tafeistaland, when Brúsi bore long-spear (= battle standard) after his brother. He travelled with Freygeirr. May God and God's mother help his soul. Sveinn and Ásmundr, they marked.","Gs 13 $ §P","srd_parallel.csv","en","0"
"ehlhi ...- × osuhlfr × ok × osmuntr × þir| |ritu : s(t)in × efti(r) ... ...is-þ kyfti · sa(r) -... ...--str : smiþa × ok × ...","Helgi and Ásulfr and Ásmundr, they erected the stone in memory of ... ... bought(?) He was(?) the best(?) of smiths and ...","Gs 14","srd_parallel.csv","en","0"
"rual^tr × ok × utr × litu × restu × s[(t)en × eftr × irm...] ... ...þ [×] iulbi × onta ...[o(n) × litsi(a)]","Hróaldr and Oddr had the stone raised in memory of Ernmundr ... May God help (his) spirit ...","Gs 15","srd_parallel.csv","en","0"
"... (e)ftiR ÷ sihbi... ... ...s^ta lit ÷ biu-... ... §B [...- þana ÷ ...]","... in memory of Sigbjôrn ... Bjôrn had carved ... §B ... this ...","Gs 16 §A","srd_parallel.csv","en","0"
"... ...-arla ... runar ...","... ... to the west/east(?) ... runes ...","Gs 17","srd_parallel.csv","en","0"
"... ' os... §B ... ...-a + ost... §C ... ...ual ' aukli-... §D ...-honis-...","... Ás-... §B ... ... ... §C ... ... ... §D ...","Gs 18 $ §A","srd_parallel.csv","en","0"
"[blesa × lit × raisa × stain×kumbl × þesa × fa(i)(k)(r)(n) × ef(t)ir × sun sin × suar×aufþa × fr(i)þelfr × u-r × muþir × ons × siionum × kan : inuart : þisa × bhum : arn : (i)omuan sun : (m)(i)e(k)]","Blesa had these fair stone-monuments raised in memory of his son Svarthôfði. Friðelfr was his mother. ...","Gs 19 †","srd_parallel.csv","en","0"
"... -btiR uik-... ...","... in memory of Víg-... ...","Gs 21","srd_parallel.csv","en","0"
"...i : rastu : st... ...","... raised the stone ...","Gs 22","srd_parallel.csv","en","0"
"...(R)--...--(l):(u)...--(f)(k):(s)-...","...","Gs Fv1993;223","srd_parallel.csv","en","0"
"... × --...--bia...¶ ...h...","... ...-bjôrn/Bjôrn(?) ...","Hs 1 $","srd_parallel.csv","en","0"
": anasuiþr : auk utrikr auk sikbiurn ' þiR litu rita stin ×¶× aftiR katilbiurn : auk anunt : sun hans : auk saufaraR ¶ kuþ hialbi [:] a-- ------------------ --rki þita §Q × aftiR katilbiurn : auk anunt : sun hans : auk saufaraR : an asuiþr : auk utrikr auk sikbiurn ' þiR litu rita stin × ¶ kuþ hialbi [:] a-- ------------------ --rki þita","<anasuiþr> and Ótryggr and Sigbjôrn, they had the stone erected in memory of Ketilbjôrn and his and Seyvôr's(?) son Ônundr. May God help (their) spirits ... this landmark. §Q In memory of Ketilbjôrn and his and Seyvôr's(?) son Ônundr. Ánn(?), Ásviðr and Ótryggr and Sigbjôrn, they had the stone erected. May God help (their) spirits ... this landmark.","Hs 2 $ §P","srd_parallel.csv","en","0"
