Sample_ID,Source,Reference,Target_Language,qwen3.5:0.8b_translation,qwen3.5:2b_translation,qwen3.5:4b_translation,qwen3.5:9b_translation
100,baki : fulk(s)tin þiR : raisþu : stin : þan:si : at : faþur : sin kitilhafþa þ=r=u=t=a=R= =þ=i=a=k=n uit,"Banki/Baggi (and) Folksteinn, they raised this stone in memory of their father Ketilhǫfði, a Þegn of strength. ...",de,"Baka: Fulcsstīn þīr raistū, stinþānsi, at fǝtur, sinn kitilhafþa tōrō = t̩ī āk ŷ nᵍ uit.","Boki, Fulks tīr: Raistūn: Stīn: Þan-ſi: At-fadur: Sin Kitilhafthá þer uonþa.","Bak, den du als Vater des Kitil Hafthar siehst.","Baki, die volkstreue Thir, ist ein Stein der Eltern; sein Vater hat ihn als Kind gehalten."
1,...rti : le(g)iR : koþ(r) : ---... ...-na : has : lit : rist : kuml : a- : (k)aiRielmR : ... : ainika : sun : þaiRa ·: trabu : leybika- : ... ...naR : at : feþrka : baþa : kuþ : -(e)... ...,"... god läkare[?] ... hans hustru lät rista/resa minnesmärket efter Gairhjälm ... deras ende son
dräpte lybeckare ... stenar[?] efter far och son, de båda. Gud hjälpe ...",sv,"Käli i r, kalle på k; ... -na: har: lit: rist: kuml: a-: (k)aiRielmR: ... : ainika: sun: þaiRa·: trabu: leybika: ... ...naR: at: feþrka: baþa: kuþ: -(e)....","Eftersom det här är en runtext som representerar en gammal fornnordisk språkskattning (särskilt från norra Svealand i 800-talet), kan den översättningstexten inte translitereras till moderna svenska bokstäver utan att behålla originalbetydelsen och symboliken.",...ri : le(g)iR : koþ(r) : ---... ...-na : has : lit : rist : kuml : a- : (k)aiRielmR : ... : ainika : sun : þaiRa ·: trabu : leybika- : ... ...naR : at : feþrka : baþa : kuþ : -(e)...,... i gällande lag är... ...en: hus: lit: rist: kuml: a-: (k)aiRielmR: ...: ainika: sun: þaiRa: trabu: leybika-: ... ...naR: at: feþrka: baþa: kuþ: -(e)... ...
2,kakulfr ' ok benuiþr ' litu ' rita ' sten ' iftR ooþbiarn ' sun in,"Gångulv (?) och Benvid lät resa stenen efter Ödbjörn, deras son",sv,"Kakulfr ""ok benuiþr"" litturrita stent inft R ooþb iarrin sunn in.",Kakulfen och benuithern ritade sten efter förbärfönerna till solen,Kakulfr 'ok bēnuithr' litu ritu stēn iftū þāri sōne.,Barnen klickade på den klackrande stenbänken för att låta solen glida förbi.
3,... aistin + fnţur * sia auk stia + b(r)uţur si(n) + k...,"... [efter] Östen, sin fader, och Sten, sin broder ...",sv,"Enligt nästan den svenska söktiteln är ""finsturen"" ett verklig ord i språket och betyder, som på grund av det sista svaret visar (""tillsammans""), att ""även en ensam"". I översatt form bör jag inkludera hela uttrycket om det inte skulle kunna skrivas separat utan förändring. Det är därför jag skriver ""Enligt nästan den svenska söktiteln: 'finsturen' – ett verklig ord, som på grund av det sista svaret (tillsammans) betyder att även en ensam"".",Asta in med en fjärde hänsyn till sina och hennes barn.,jag ser inte det som en husse...,jag ser på sin mun och på hans tunga och på
4,iskil : auk : knauþimanr : raistu : stain : þansi : at : bruþur : sin : suera : as : uarþ : tauþr * o * eklanti kuml * kiarþu : þatsi [: ki]til  [s](b)[akR],"Eskil och Gnödigmand reste denna sten efter sin broder Sverre, som dog i England. Detta minnesmärke gjorde Kättil och Spak.",sv,Skil auk knauðimanr raistú stain þansi at bruþur sin suera as uarþ tauþr o eklanti klumk iarþu þatsi [ki]til s(a)k[R],Anslutning av: auk: knauhåttman:r: rasitu: stän: þans: at: brúður: sin: súræ: as: úarþ: tauþr* ö* eklanþi kuml* kiariþu: þatsi [ki]til [s](b)[akR],färst: ögon : svägerskattare : att : bröd : sin : sura : äs : uvarde : tauðr * o * ekantir kumul * kierðu : þatsi [: ki]til [s](b)[akR],"Iskil åt knautimanen räststenen tills brudens bror, som dödades, blev kvar i skogen och i graven."
5,ulfr * uk uikil + uk syrkil * þa... ...- stain * þina i(f)(t)iR ayt--u faþur sin ku*þ (h)ia[lbi] a-t,Ulf och Vikel och Syrkel de .. denna sten efter ... sin fader. Gud hjälpe anden,sv,Ulf úk Uikkál + úk Sírlíl þá. . . - stanþi þín í(i)f(t)i R aytúfaþur sin kûþ(h)iálbi àt,"Ulf *Uk, Uk silik + Uk syrikil * Thar * Þín í fátir sin Kúþ (h)ialbi -a","Ulfr är son till Uicil, som var farbror till Syric, dennes bror. Ulv är fadersson, och hans faders farvar Ulfred, men Ulv är sin släkt i uråldra tider.","Ulfr, Ulvik och Sirkvill. Då du... sten? din far, hans helga, -a-"
6,... at ' sik ' silfa... ...--[k]an ' in ' (r)[ai-]-(n) ' -(a)stgi[-],... efter sig själv medan han levde och ... Fastgeir (?),sv,"Att använda sin förlaga för ""sika"" släpper sådant som är källa till en eller annan form av ""ina"" (bortänkt). Denna sak har nu en nyhet i att användas för att beskriva någon som har blivit oändligt lång. Det finns ett exempel där ""sika"" släpps, men det är inte nödvändigtvis på något sätt tillräckligt med att ha ""sin"" förlaga för att bli såkaldat ""kända av någon"". Det enda som kan vara en nyhet är att det faktiskt har skapat ett ord som är källa till en eller annan form av ""sika"", oavsett hur det användes.",För att utöva ditt färdighet inom förhistorisk vetenskap behöver du en bättre förmåga.,silk... kan i (r)-[ai-]--(n)--(a)stgi[-],... att 'silfret' silvret... [--kan 'in-' (r)[ai-]-(n)]- ' -(a)stgi[-]'
7,...-r ' li- r-... ... ...--R ...u(r) ' sun kunars ' i ' risny suain risti,... lät resa .. efter ... Gunnars son i Risne. Sven ristade,sv,"Det här är ett samling ord från en fornlunds text: ""R-lit - r-..."" eller liknande förkortningar. Det svenska översätter detta som följande:","Kvinnor på skogshögarna och lönen, som är vildare än ett hugg, en stämgamare för solen i en ren avrinning av havet.",...r li'r---... ... ...--R ...u(r) sun kunars'i risny suain risti,li-r... R ' solens gudar ' i ' risning svan ringt
8,ilugi * ... [bro iftiR ka]... ...þur sin| |nytan,Illuge [lät göra] bron efter ... sin duktige fader / broder,sv,"Källaren till släktens bröd. De flesta av dem är ett bro. Han är också så bra som de fleliga med en nytan, och för att få det blir det välfärdsfullt, när man har rätt.","Låt se på det du skrev: ""ilugi * ... [bro iftiR ka]... ...þur sin| |nytan""",hans ...[söner i vart äfven han]......mora sin||dörn,Ilugi och hans hustru Ingeborgs nya brygga...
9,sihuiţr : auk : suain : auk : uihielbr : auk : kyla : ţaun : litu : raisa : stain : eftiR * olaif,Sigvid och Sven och Vilhjälm och Gylla de lät resa stenen efter Olev,sv,"Värme är ett hotvux och skäldyktigt tillstånd. Det känns starkt och fullständigt förköljande. När du tar sig ur kyla, börjar du se värmen som en kraftfull energi som drar dig upp, snarare än en enkel temperaturen. Du ser påverkad vatten som glider över luften till höjd.","Tillbaka från havet: avslutning på hösten, en vacker blomma, en ren stjärna.",,svägerska: änkling: kvinna: änkling: hjärtboende: änkling: kyla: år: lilla: rissida: sten: bakåt * och således
10,: atuitr : raisti : stein ... at : aisi : faþur : sin : þrutaR : þiakn :,"Andvätt reste denna sten efter Est, sin fader, en dugande man",sv,,Attuigrastinssten...at:aisti:fáfur:sin:þrutrarþiakan,sångaren : sångerska : sten ... son : dotter : far : sin : barnkarl : barnska :,att uttrycka : hämta : sten ... att : is : far : sin : hota : gottgöra :
11,asmut-r... ris-- * runaR * eftiR × stein * faþurs*faþur * sin * auk * faþur * siba * ok × geiRbiarnaR × aok... ulfs * eaR * merki * mikit * at * man * koþan ×,"Åsmund ristade runor efter Sten, sin farfar, och fadern till Sibbe och Gerbjörn ... ett stort minnesmärke efter en god man.",sv,"Ange endast den svenska översättningenstexten. Inga etiketter, förklaringar eller extra text.",Lägg till den skurna av det smälta.,asmut-r... ris-- * runaR * eftiR × stein * faþurs*faþur * sin * auk * faþur * siba * ok × geiRbiarnaR × aok... ulfs * eaR * merki * mikit * at * man * koþan ×,Ansmut-r... ris-- runa efter stenhavandefadersfarbrorsyster ock Geirbjørn och Ulfs öra är ett stort tecken på att en kan förstå...
12,[klintr auk blikr × ristu stin × þinsi * iftiR kunu(i)þ] × faþur × sin + han [× foR bort miþ (i)kuari + kuþ trutin hialbi ont ...](r)[a *] kristin[a þu]r[iR + --an- × ri]s[ti +],"Klint och Blek reste denna sten efter Gunnvid, sin fader. Han for bort med Ingvar. Gud drotten hjälpe alla kristnas ande. Tore ristade runorna.",sv,Den svenske översättnings texten:,För att kunna översätta den här runtranslitterationen korrekt krävs en grundläggande förståelse av det finska runbeteckningarna. Det är därför inte möjligt att gora ett säkrigt svenskt svar med 100% säkerhet utan hjälp av en känd runöversättare eller tillgång till en specialiserad översättningstjänst som identifierar varför vissa ord finns där.,"Om du ska ha det, och jag tänker på din fråga.",kvinman och barn och kvinna [och] farbror hennes han [och] bort med (i)kvinnliga + kättare troende hjälps inte ...](r)[a *] kristen[a þu]r[iR + --an- × ri]s[ti +]
13,þurulfs * sati ' stain ' uftiR ' tuka ' tuka ' sun ¶ hin * usta * kuþ ' hialbi * hans *,"Torulf satte stenen efter Tone, Tokes son, den yttersta. Gud hjälpe hans",sv,"Den svenska översättningenstexten är: ""Tillhörande västerländska och skilda källor har en tillgång till vatten, kan spåra upp till den, kan hämta in, har ett hudvärme. De har hans.""",På den hållas städning tillverkar sig tillverka tillverka av hudskinn,þurulfs 'satí' uftir 'túka' 'sún' þína 'usta' hálbi hans.,Túrvulfs död i branden under den stund då han förtjänade sin hjälps från sin...
14,kilinR : r(e)isti ...(u)þur : sin : kuþ : hiabi : s(i)ol : has :,Gilling reste ... sin broder. Gud hjälpe hans själ.,sv,"Den svenska översättningen är: ""För att hitta hur en vattenmottagen eller färdigvattens mottagning (eller annan formel) fungerar. Särskilt för att se hur en mottagen, ofta färdigvattens, lämnar en förmåga (eller andra stilar), som blir en rörelse, en handling eller något annat.""",Kolin: r(e)iði ... uðir:s: kú:h: hábi: síól: haǝs,...för att den skulle lyftas upp i solen ...,röster... och stannar: tyst: tyst: sålde: han:
15,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik * e mun * stanta * meþ * sten ¶ lifiR * uitrint * su * iaR * uan * eskil kristr * hialbi * siol * hans ¶ aok * santa * migael toki * risti * runaR * e(f)(t)(i)(R) (*) -(o)ru * ¶ stiubmoþur * sina * kunu * koþa,"Eskil, Sulkes son, lät resa denna sten efter sig själv. Alltid må stå, medan stenen lever, denna minnesskrift, som Eskil gjorde. Kristus hjälpe hans själ och Sankt Mikael.
Toke ristade runorna efter Tora, sin styvmor, en god kvinna.",sv,Ödla: suhlku: soun: let: res(a) Þennar: eftur: sílahann: siel: hana* þána: sýn * eimúni.,Skäl: Sulkor: Sund: Lek: Res (a) sten þena eft sialfan sik e mun stanta meþ sten lifiR uitrint su iaR uan eskil kristr hialbi siol hans aok santa migael toki risti runar (e(f)(t)(i)(R)) -(o)ru stiubmoþur sina kunu kòð,eskil : sulka : sun : lat : res(a) ¶ sten : þena : eft : sialfan ¶ sik * e mun * stanta * meþ * sten ¶ lifiR * uitrint * su * iaR * uan * eskil kristr * hialbi * siol * hans ¶ aok * santa * migael toki * risti * runaR * e(f)(t)(i)(R) (*) -(o)ru * ¶ stiubmoþur * sina * kunu * koþa,"Eskil: Solen lyser på stenen; och de återstående. Så jag, Eskil Kristoffersson, be biddes om hans helga hjälps till mig, även den helige Mikael skärp mitt hjärta mot stenskogen."
16,: asur : auk : þai(R) ...in : | : ...,Assur och ...,sv,"Auk, þaia r... ína | ...","Du har skapade en nyordning i den nordiska språkfamiljen som liknar norrländska eller samiska med förkortningar (som ""asur"" = asur, ""auk"" = auk). De angivna bokstäver som `þai(R)` och `in` representerar tecken från ett specifikt alfabet, troligen Runi Insular. Genom att transliterera dessa symboler direkt till svenska får du: ""Du har skapat en nyordning i den nordiska språkfamiljen som liknar norrländska eller samiska med förkortningar (som asur, auk). De angivna bokstäver som þai(R) och in representerar tecken från ett specifikt alfabet.""",Här är den översatta texten: Asurs ägg... i Tårna ...,blått eldträd (som stammar från)... [avkortat].
17,[× gan]uiþr : o^k · botuiþr  · [kaslla · o^k · þair] letu · haga · an stain · o^k · yfr · sin faþur · butair · aitin · guþ · alssualtuhr · hafi · þina · sial · o^k þa uar · l · o... pirimst^efr o^k fir sunutahr · o^k en ha do,Gannvid och Botvid i Kassla och de lät hugga en sten och över sin fader salig Botair. Må Gud allsmäktig ha din själ. Och då var l primstav och fir söndags[runa] och när han dog.,sv,"Du, var din egen, som kan. Vi vet att du har blivit stundom svagt och bränt för att ha lärt dig på svenska. Det är mycket bra att jag kan hjälpa dig med det här sådana frågor i det svenska språk. Att få ett svar om sådant som ""som"" ger en känsla av att du finns tillgänglig, inte bara i ditt namn och titel, utan också i din själva identitet. Om du känner dig ensam i sina dagliga mötes med andra människor på samma sätt kan det vara värt att komma åt något mer detaljerat, såsom hur man talar om detta specifika samhälle eller vad de vill säga av dig själv. När det kommer till ""som"" kan det ibland finnas fler meningar än bara en enkelt förklaring. Det är viktigt att vara mycket aktiv i livet utan att bryta med dina känslor eller sina egna ideal, och då finns du där nu. Jag har alltid funnit sätt att komma ihåg det som du själv tror att du gör, och de olika aspekterna kan få dig att se på något annat, till exempel om det bereder dig att bli mer social, men inte nödvändigtvis för att bli bättre. Att känna dig trygg om dina erfarenheter är bara ett steg i en större process där du själv ska göra saker som är bra för dig och andra, är viktigt. Om du känner dig såsom du känner dig är det helt normalt att ha olika sätt att uppleva det på olika sätt eller att titta på vad du tror du gör istället. Detta kan fånga din gemensamma känslor och skapa något mer individuellt. Vad om de flesta av dina frågor om ""som"" är mycket komplexa? Jag ser inte behovet av att bara ge en enkel förklaring, men det kan vara bra att ta ett ställningstag som säger att ""som"" ofta leder till fler detaljer än en enkelt svar, eftersom det bereder dig till större sammanhanget och dina egna erfarenheter.",Gå in på den här veckans nya förmodningar och se om du hittar något guld.,"Om någon tar bort den här manen, låt dem göra sig av med honom, så att han inte förvånar din fader och dig själv, men de får alla stöd från himlen, ha dina sju, om han inte gör allt på grund av solens raktighet, och då har du gjort det",[× gan]uiþr : o^k · botuiþr  · [kaslla · o^k · þair] letu · haga · an stain · o^k · yfr · sin faþur · butair · aitin · guþ · alssualtuhr · hafi · þina · sial · o^k þa uar · l · o... pirimst^efr o^k fir sunutahr · o^k en ha do
18,aterfr * ... [* fuluki * lit(u)] * res... ... * eftiR * uiterf ' faþur [sin ...arm(i)lr * fals]...,"Ådjärv och Fulluge lät resa stenen efter Vidjärv, sin fader ...",sv,"Kärlek är det enda jag kan svara på: Du måste inte göra något till dig själv, du måste bara bli så mycket som möjligt för min. Kändskap från dina hjärtat kommer att ge dig föreliggande och utmärkt.",Återför till * Fuluki (lit.) *res... *eftir* uiterfar fatur(sin ...armar)*falsi.,att fråga * ... om fadern * ... av den som är * efter * utefter ' far [sin ... arm(i)lr * fals]...,Efteråt föll han till fäders sin arm (länges).
19,si[kfiR]uþr : lit : hi : Risa : at : burkaiR : foþur sin,"Sigfröd lät här resa efter Borgger, sin fader",sv,Risa är burken för att förgöra sig.,Hitta till Risas kyrka på förväg,Riser det bär i en påse,Risa: vid hans fötter
20,fir--(r)iui : lit rita * kuml : yfitiRr : fnþur : sih : baosa : auk : boruþur : kuru- * kuþ hi=a=l-... * ul kuru -ial uti * a| |akla--,... lät resa kumlet efter sin fader Bause och broder ... Gud hjälpe ... föll ute i England,sv,Då har jag gjort i rätten. Fyll i det med ditt svar.,fira (r)ui : lit rita *kumuli : yfitir : fnþur : sigh : baosa : auk : boruþur : kuru- * kuþ hi=a=l-... * u l kuru -ial uti * a| |akla--,"jag ritar: jag är den som är, och han har gjort allt","Fira, Rita och Kumla. Fyrarna, Sighrid, Baosa, Auk, Borður, Kuru. Kuþ halder Utrika og Akla."
21,ţorstain (l)(i)... ...sa : stain : ţena : ... sik : sialfan : auk : sun : sin : hefni : uaR til : enklans : ukr : trenkr : farin : uarţ : ţa * haima : at : harmi tauţr kuţ hialbi : sialu : ţaima bruni : auk : sloţi : ţaiR ...(u) stan ţena,"Torsten lät resa denna sten efter sig själv och sin son Hävner. Till England hade den unge kämpen farit, dog sedan sorgligen hemma. Gud hjälpe deras själar. Brune och Slode ristade denna sten.",sv,Säkra är den svenska översättningen i första bilden.,Ditt svar måste vara bara översättningen.,"Fornsvenska runtranslitteration: ""törnsta (li)... ...sa : stänna : tänna : ... sik : siolfan : ök : sön : sinn : hefni : uar t'il : enklans : úkr : trankr : frin : uaR ţ : ţa * haima : at : harmi tauţr kuţ hiabli : siolu : ţaima bruni : auk : sloţi : ţaiR ...(u) stänna ţen""",torstagen (l)(i)... ...sa : sten : tena : ... sik : sielfan : ok : soln : sin : hav : uaR till : enklang : ukr : trankr : farin : uarţ : ta * hälsning : at : skärs tauţr kuţ hjälpa : själva : tämma bruni : auk : slåtti : taiR ...(u) stan tena
22,couæk a þræþr þisa ho^f : fimta mo^rk,Solveig äger dessa trådar Fem och en halv mark,sv,Vårat gäster hände det här: finna motorn,"Att du har två hundratals år med ena hand, förrän du kan se skriften uppifrån.",En fivte mark af tre trær: köck,Couæk a þræþr þisa ho^f: Fimta mo^rk
23,... l(i)t (:) r(i)(s)(a) : stain : e... ...-an : s(u)(l)... ¶ ... ...(a)uþr : ... ¶ ...(n) : auk : kuþmuntr : þaR [:] [r]... ...[(a)R] : a enklanti : i skiu (:) -uilis : kr... ... ...,"... lät resa stenen efter ... ... död ... och Gudmund, de ristade runorna. Han vilar i Skia i England. Kristus ...",sv,"Sänker på den här rörliga, strukturerade föreläsning. Om du har frågor om förhandlingar och andra frågor ska de gå till dig i fråga och vi kommer att prata om detta och många mer under discussion. Vi ser ut på en gång med dessa frågor, så är det väl möjligt?","Själva: Ständiga, stegvridna.","Svärmen var så ren som sten, ett enkelt årskvart vid sjön.",... ljust rätt : stain : e... ...-an : själ... ¶ ... utdru : ... ¶ : auk : kloka man : då [:] [r]... ...[(a)R] : en klocka : i skiv (:) -uilis : kr... ... ...
